2012,4,1,1,94843.625,60.22190857,0.244601131,1.039334297,294.4484863,2577830,1202532,0,0.754102564
2012,4,1,2,94757.9375,54.67860413,0.457137644,2.482865334,295.6513672,5356093,2446757,0,0.555
2012,4,1,3,94732.8125,61.29489136,0.77142942,3.339866638,294.4545898,7921788,3681336,0.001340866,0.438397436
2012,4,1,4,94704.0625,67.77528381,0.965866208,3.10610199,293.2614746,9860520,4921504,0.002501488,0.145448718
2012,4,1,5,94675,70.17298889,0.944668651,2.601145744,292.7329102,11143097,6254380,0.003331184,0.111987179
2012,4,1,6,94676.9375,72.3740387,0.641353369,1.333368301,292.0771484,11815767,7558415,0.003960133,0.05724359
2012,4,1,7,94708.0625,81.79873657,0.753142357,1.457922935,291.0693359,12274591,8798617,0.004969597,0.088717949
2012,4,1,8,94748.8125,87.85406494,0.788338363,2.374826431,289.0734863,12351290,10041167,0.006476879,0.030064103
2012,4,1,9,94785.8125,88.79348755,0.502274573,1.985530853,288.03125,12351290,11257316,0.006724834,0.000128205
2012,4,1,10,94817.75,90.45066833,0.501918316,1.999518394,287.4057617,12351290,12460132,0.006744862,0
2012,4,1,11,94847.375,90.67617798,0.156774283,1.809739113,286.3208008,12351290,13599879,0.00674963,0
2012,4,1,12,94852.0625,92.9289093,0.014343262,1.35490799,285.0354004,12351290,14724565,0.00674963,0
2012,4,1,13,94810.625,94.98951721,0.004364014,1.256863594,284.7331543,12351290,15820126,0.00674963,0
2012,4,1,14,94758.125,94.81033325,0,0.921033859,284.4626465,12351290,16911888,0.00674963,0
2012,4,1,15,94730.375,95.55996704,0.039764404,0.622429848,284.1330566,12351290,17989312,0.00674963,0
2012,4,1,16,94721.5625,99.39195251,0.38659668,-0.404500008,282.8701172,12351290,19080544,0.006750107,0
2012,4,1,17,94707.75,99.67973328,0.937316895,-0.493648529,282.885498,12351290,20227568,0.006750107,0
2012,4,1,18,94699.6875,100.2070923,0.970123291,-0.298454285,283.1572266,12351290,21420224,0.006755352,0
2012,4,1,19,94733.3125,99.53146362,0.893005371,-0.127774239,283.314209,12351290,22618864,0.006762981,0
2012,4,1,20,94749.8125,99.42308044,0.891571045,-0.231093407,283.1843262,12351290,23790336,0.006771564,0
2012,4,1,21,94769,98.57301331,0.623687744,-0.055418968,283.6530762,12417521,24904848,0.006778717,0.006346154
2012,4,1,22,94787.9375,92.12310791,0.83279419,-0.851744652,286.2585449,12947510,26133136,0.006783485,0.071538462
2012,4,1,23,94775.25,82.74525452,0.953292847,-1.10296154,288.4182129,13965544,27398656,0.006790638,0.229166667
2012,4,2,0,94736.125,71.751297,0.9324646,-0.193052292,290.267334,15464841,28768880,0.006800652,0.346474359
2012,4,2,1,94746.8125,69.93354797,0.830276489,0.342458725,291.6049805,1717842,1313442,0.000191458,0.656858974
2012,4,2,2,94678.875,65.64964294,0.685302734,1.115677834,292.329834,3326070,2660549,0.000263393,0.771410256
2012,4,2,3,94608.375,60.07411194,0.768798828,1.774486542,293.2460938,5127796,4041206,0.000284642,0.613782051
2012,4,2,4,94533.6875,54.51229858,0.538909912,2.232107162,294.0068359,6934132,5390044,0.000296831,0.554807692
2012,4,2,5,94505.9375,51.13789368,0.486816406,2.173001289,294.362793,8433191,6699170,0.000296831,0.458910256
2012,4,2,6,94503.8125,48.85609436,0.223648071,2.617418289,294.494873,9867263,7963078,0.000296831,0.198269231
2012,4,2,7,94518.3125,54.09742737,0.879394531,1.739650726,293.2600098,10595086,9135014,0.000297844,0.085064103
2012,4,2,8,94576.5625,61.20509338,0.548278809,1.671025276,290.3742676,10750752,10299647,0.000297844,0.011474359
2012,4,2,9,94605.375,69.00419617,0.241516113,1.926808357,288.5097656,10750752,11399838,0.000297844,0.000128205
2012,4,2,10,94615.625,75.61672974,0.001678467,1.94196701,287.026123,10750752,12481922,0.000297844,0
2012,4,2,11,94632.0625,81.17585754,0.328430176,2.086219788,285.7568359,10750752,13545462,0.000297844,0
2012,4,2,12,94596.375,85.85069275,0.998077393,1.509296417,285.1420898,10750752,14604840,0.000297844,0
2012,4,2,13,94592.4375,88.47601318,0.956359863,1.73593998,284.8122559,10750752,15688713,0.000297844,0
2012,4,2,14,94570.875,89.45291138,0.062988281,1.65512085,284.7385254,10750752,16774759,0.000297844,0
2012,4,2,15,94567.5625,89.74783325,0.030761719,1.281323433,285.0100098,10750752,17825504,0.000297844,0
2012,4,2,16,94550.3125,91.04507446,0.460205078,0.793845177,284.3552246,10750752,18874656,0.000297844,0
2012,4,2,17,94505.25,92.8611145,0.691802979,0.735485077,283.9189453,10750752,19923360,0.000297844,0
2012,4,2,18,94501.5,94.40144348,0.998077393,1.08981514,283.6943359,10750752,20966160,0.000297844,0
2012,4,2,19,94527.5,94.46244812,0.981964111,1.028477669,283.6027832,10750752,22032960,0.000297844,0
2012,4,2,20,94541.9375,93.76893616,0.987760007,0.946923256,283.3725586,10750752,23103072,0.000297844,0
2012,4,2,21,94569.375,91.51298523,0.976409912,0.687250137,283.8041992,10824472,24203136,0.000297844,0.015
2012,4,2,22,94632.75,81.69508362,0.937856078,1.19635582,287.2216797,11465663,25354416,0.000399709,0.086282051
2012,4,2,23,94631.3125,75.52931213,0.815002441,0.578382492,289.5822754,12522010,26575920,0.00058198,0.31525641
2012,4,3,0,94624.625,73.05194092,0.205688477,0.025250435,290.2851562,13329835,27858400,0.000917315,0.514551282
2012,4,3,1,94711.4375,63.74136353,0.410125732,0.304481506,292.1264648,1118809,1332577,0,0.734615385
2012,4,3,2,94638.3125,61.38720703,0.029388428,0.283238411,293.6296387,3021041,2685035,0,0.67525641
2012,4,3,3,94553,56.48693848,0.020172119,0.474200249,295.2561035,5588718,3972796,0,0.618910256
2012,4,3,4,94501,53.47450256,0.630584717,0.832373619,296.4643555,8162994,5226301,0,0.514166667
2012,4,3,5,94455.25,52.38008118,0.120308459,1.060285568,296.8830566,10134921,6522121,0,0.436474359
2012,4,3,6,94454.5,52.41990662,0.077105761,1.375250816,296.7573242,11555278,7798890,0,0.248397436
2012,4,3,7,94458.5,57.11088562,0.541369915,0.853564262,295.5336914,12305393,9053460,0,0.072051282
2012,4,3,8,94496.8125,64.27653503,0.506476879,1.117510796,291.8818359,12448384,10252641,0,0.012628205
2012,4,3,9,94558,69.69038391,0.014354542,1.629550934,290.1945801,12448384,11466046,0,0.000128205
2012,4,3,10,94601.3125,73.78526306,0,1.946388245,289.246582,12448384,12649575,0,0
2012,4,3,11,94618.625,78.55267334,0.013397217,1.356401443,290.1608887,12448384,13827909,0,0
2012,4,3,12,94629.125,82.16970825,0.261322022,0.164655685,289.3857422,12448384,15003343,0,0
2012,4,3,13,94615.8125,84.65371704,0.846954346,-0.370965004,288.1875,12448384,16180510,0,0
2012,4,3,14,94596.6875,87.6469574,0.754592896,-0.744955063,286.7709961,12448384,17353504,0,0
2012,4,3,15,94572.5625,88.60574341,0.484634399,-0.71096611,286.3623047,12448384,18519456,0,0
2012,4,3,16,94561.5,89.32965088,0.240020752,-0.62700367,286.2119141,12448384,19696752,0,0
2012,4,3,17,94540.3125,89.59869385,0.061553955,-0.566163063,285.9753418,12448384,20845440,0,0
2012,4,3,18,94541.5625,89.66564941,0.019714355,-0.841594696,285.248291,12448384,21990672,0,0
2012,4,3,19,94596.625,89.57183838,0.068725586,-1.345306396,284.6279297,12448384,23128960,0,0
2012,4,3,20,94638.875,88.2918396,0.225982666,-1.129434586,285.1804199,12448384,24306000,0,0
2012,4,3,21,94693.25,86.52755737,0.540039063,-0.956645012,286.3483887,12510148,25466400,0,0.016730769
2012,4,3,22,94739.5,79.65402222,0.209838867,-1.25841713,289.4865723,13165760,26712832,0,0.213653846
2012,4,3,23,94767.4375,73.37730408,0.310333252,-1.547785759,292.1496582,14499199,28007376,0,0.565384615
2012,4,4,0,94768.5625,68.80641174,0.306854248,-1.731227875,294.003418,16330205,29318912,0,0.708782051
2012,4,4,1,94739.5625,68.20748901,0.505828857,-2.060939789,294.9448242,2308175,1309768,0,0.754102564
2012,4,4,2,94668.75,63.23384094,0.658721924,-1.492095947,296.2089844,4946814,2672182,0,0.745897436
2012,4,4,3,94615.5625,59.04519653,0.638214111,-0.417736054,296.8547363,7433769,3984776,0.000171244,0.68275641
2012,4,4,4,94575.9375,57.8502655,0.495758057,-0.11923027,296.7788086,9084950,5369636,0.000191182,0.521025641
2012,4,4,5,94571.0625,57.43788147,0.50881958,-0.331121445,296.875,10634623,6759034,0.000228167,0.338461538
2012,4,4,6,94606.25,60.91053772,0.534576416,-1.089712143,296.3208008,11646415,8143868,0.000302613,0.209935897
2012,4,4,7,94649.375,68.15542603,0.343765259,-2.120662689,295.2612305,12308510,9461472,0.000314504,0.048589744
2012,4,4,8,94697.9375,74.81019592,0.194549561,-2.506884575,293.0314941,12400987,10730896,0.000316918,0.014423077
